出发站,到达站,出发站lng,出发站lat,到达站lng,到达站lat
织布营,金瓦路口(东三环),102.767005,24.978793,102.772743,25.04793
金瓦路口(东三环),长地埂村(东三环),102.772743,25.04793,102.765022,25.058052
长地埂村(东三环),铂金大道路口(穿金路),102.765022,25.058052,102.755864,25.08214
铂金大道路口(穿金路),昆曲岔口,102.755864,25.08214,102.765516,25.102904
左所村,左所村口,102.771345,24.75299,102.775595,24.752622
左所村口,中卫村,102.775595,24.752622,102.777912,24.756402
中卫村,左卫村(兴业街),102.777912,24.756402,102.783707,24.764553
左卫村(兴业街),林塘社区,102.783707,24.764553,102.803806,24.759397
林塘社区,林塘村,102.803806,24.759397,102.804818,24.769188
林塘村,塔山路口(高登街),102.804818,24.769188,102.809444,24.771176
塔山路口(高登街),尚德街口(生物谷街),102.809444,24.771176,102.808333,24.775751
尚德街口(生物谷街),化古城村(尚德街),102.808333,24.775751,102.807274,24.777695
化古城村(尚德街),化古城村南,102.807274,24.777695,102.806571,24.778255
化古城村南,化城南口,102.806571,24.778255,102.804427,24.783477
化城南口,化城北口,102.804427,24.783477,102.804375,24.785919
化城社区,魁星街口(塔山路),102.808815,24.791229,102.810074,24.78583
魁星街口(塔山路),梁峰路口(魁星街),102.810074,24.78583,102.816216,24.784626
梁峰路口(魁星街),文兴路口(魁星街),102.816216,24.784626,102.820045,24.784708
文兴路口(魁星街),文兴路88号,102.820045,24.784708,102.824043,24.782555
文兴路88号,生物谷街口(新丰路),102.824043,24.782555,102.825211,24.776936
生物谷街口(新丰路),环兴街口(新丰路),102.825211,24.776936,102.82354,24.773863
环兴街口(新丰路),环兴街口(杏果路),102.82354,24.773863,102.81942,24.772551
环兴街口(杏果路),梁峰路口(高登街),102.81942,24.772551,102.815807,24.771424
梁峰路口(高登街),塔山路口(高登街),102.815807,24.771424,102.809475,24.771272
塔山路口(高登街),灯盏花街口(尚德街),102.809475,24.771272,102.807411,24.773077
灯盏花街口(尚德街),化古城村(尚德街),102.807411,24.773077,102.807259,24.777561
大板桥镇,大板桥工业园(新320国道),102.87974,25.04546,102.89328,25.044964
大板桥工业园(新320国道),红沙坡(新320国道),102.89328,25.044964,102.896706,25.046425
红沙坡(新320国道),沙沟村(新320国道),102.896706,25.046425,102.900963,25.049185
沙沟村(新320国道),沙沟村东(新320国道),102.900963,25.049185,102.902834,25.050937
沙沟村东(新320国道),园艺场(新320国道),102.902834,25.050937,102.913094,25.061338
园艺场(新320国道),长水航城小区西,102.913094,25.061338,102.927465,25.066445
长水航城小区西,长水航城小区,102.927465,25.066445,102.937148,25.070929
长水航城小区,长水航城小区(招呼站),102.937148,25.070929,102.938602,25.071398
长水航城小区(招呼站),招呼站,102.938602,25.071398,102.940048,25.072487
招呼站,长水航城小区(新320国道),102.940048,25.072487,102.936736,25.075712
长水航城小区(新320国道),张家坡南(新320国道),102.936736,25.075712,102.95182,25.088289
张家坡南(新320国道),滇中智能制造产业园,102.95182,25.088289,102.978919,25.121875
滇中智能制造产业园,云瑞路口(云水路),102.978919,25.121875,102.98957,25.116319
云瑞路口(云水路),津桥学院,102.98957,25.116319,102.997053,25.123815
津桥学院,长水新村,102.997053,25.123815,103.002439,25.136463
长水新村,云桥村,103.002439,25.136463,103.007999,25.137283
地铁机场前站,长水航城小区(新320国道),102.91395,25.084931,102.936723,25.075703
张家坡南(新320国道),云瑞路口(云水路),102.95182,25.088284,102.989809,25.116176
海子村水库,海子村,102.843811,25.01964,102.850899,25.015192
海子村,旧村,102.850899,25.015192,102.855682,25.006484
旧村,水海子,102.855682,25.006484,102.852031,24.980056
水海子,果林水库北,102.852031,24.980056,102.848507,24.978346
果林水库北,拓翔路口(昆石路),102.848507,24.978346,102.834663,24.979431
拓翔路口(昆石路),大冲村(拓翔路),102.834663,24.979431,102.833549,24.975874
云景路口(拓翔路),林溪路口(春漫大道),102.834068,24.959566,102.832932,24.949318
林溪路口(春漫大道),云湾路口(春漫大道),102.832932,24.949318,102.838264,24.94698
春漫大道,信息产业基地车场,102.848122,24.941156,102.846092,24.935806
庄子社区,庄子村口,102.841632,24.780534,102.839479,24.781411
庄子村口,小营村口,102.839479,24.781411,102.83075,24.781046
小营村口,大营村,102.83075,24.781046,102.826576,24.784618
大营村,文兴路口(魁星街),102.826576,24.784618,102.820305,24.784708
文兴路口(魁星街),梁峰路口(魁星街),102.820305,24.784708,102.81678,24.784645
梁峰路口(魁星街),魁星街口(塔山路),102.81678,24.784645,102.810211,24.785355
魁星街口(塔山路),贝丘街口(塔山路),102.810211,24.785355,102.810087,24.78987
贝丘街口(塔山路),化城社区,102.810087,24.78987,102.808967,24.791276
化城社区,贝丘街口(高新大道),102.808967,24.791276,102.803924,24.7901
二村(前卫西路),邬小村(日新中路),102.698993,25.000777,102.693056,24.996536
邬小村(日新中路),省高院南口,102.693056,24.996536,102.683637,24.998659
周家村,中北集团,102.682031,24.997413,102.677948,25.000055
中北集团,渔堆村,102.677948,25.000055,102.670166,25.001139
大坝村,天泽园小区,102.668129,24.999588,102.662747,24.998438
天泽园小区,边防路口(西福路),102.662747,24.998438,102.659779,24.999536
洒金巷口(海埂路),前兴路口(绿荫大道),102.708682,25.008889,102.710197,25.005491
前兴路口(绿荫大道),绿荫大道路口(希望路),102.710197,25.005491,102.712479,25.00495
绿荫大道路口(希望路),佳湖花园(日新东路),102.712479,25.00495,102.713211,24.999176
锦苑花园(日新东路),小街(官南大道),102.718819,25.000126,102.72142,24.992458
双凤路口(广福路),广福路口(巫家坝路),102.724071,24.977313,102.729317,24.973047
上五甲村(巫家坝路),永胜村(巫家坝路),102.723451,24.964562,102.718984,24.958108
永胜村(巫家坝路),昌宏西路口(环湖东路),102.718984,24.958108,102.714475,24.935786
昆明会展中心(春城路),昆明站南广场,102.729049,25.011428,102.723598,25.013958
官南立交桥(二环南路),金兰路口(前卫西路),102.71569,25.014232,102.701827,25.010586
金兰路口(前卫西路),官庄村(前卫西路),102.701827,25.010586,102.701194,25.004722
滇池路口(日新西路),阳光花园小区(日新西路),102.677353,25.008516,102.675018,25.011215
阳光花园小区(日新西路),昆明市地方海事局(西三环),102.675018,25.011215,102.667603,25.01045
昆明市地方海事局(西三环),德缘小区(兴苑路),102.667603,25.01045,102.650841,25.038233
德缘小区(兴苑路),昌源南路,102.650841,25.038233,102.654808,25.043324
逸园,翔盛园,102.814007,24.84417,102.812357,24.850165
翔盛园,牛头山地铁站,102.812357,24.850165,102.814575,24.853655
牛头山地铁站,韶光街西口,102.814575,24.853655,102.824158,24.852865
韶光街西口,回回营东,102.824158,24.852865,102.828937,24.862834
回回营东,驼峰街口(彩云南路),102.828937,24.862834,102.830074,24.871493
驼峰街口(彩云南路),朝云街口(谊康北路),102.830074,24.871493,102.824957,24.876862
朝云街口(谊康北路),朝云街口(彩云南路),102.824957,24.876862,102.825117,24.878702
朝云街口(彩云南路),春融街地铁站C口,102.825117,24.878702,102.825959,24.883047
景明北路口(春融街),昆百大新都会(宜和路),102.841944,24.888997,102.844861,24.891589
白龙潭善书院西门,晴岚院(碧潭街),102.84592,24.894479,102.843503,24.89612
晴岚院(碧潭街),大新册村,102.843503,24.89612,102.841911,24.898247
斗南花市东,斗南路口(兴呈路),102.790525,24.903108,102.793828,24.903503
斗南路口(兴呈路),小王家营(昆洛路),102.793828,24.903503,102.791328,24.913911
小王家营(昆洛路),麻莪村(昆洛路),102.791328,24.913911,102.789431,24.922556
麻莪村(昆洛路),云福路口(昆洛路),102.789431,24.922556,102.7892,24.930231
云福路口(昆洛路),杜家营(昆洛路),102.7892,24.930231,102.790612,24.933628
杜家营(昆洛路),商博街口(昆洛路),102.790612,24.933628,102.790799,24.937687
商博街口(昆洛路),跑马山岔路口(昆洛路),102.790799,24.937687,102.790864,24.942552
跑马山岔路口(昆洛路),商城大道路口(昆洛路),102.790864,24.942552,102.790833,24.947664
商城大道路口(昆洛路),广福路口(昆洛路),102.790833,24.947664,102.789146,24.952869
广福路口(昆洛路),君安路口(昆洛路),102.789146,24.952869,102.785873,24.958338
君安路口(昆洛路),子泰路口(昆洛路),102.785873,24.958338,102.784019,24.96117
子泰路口(昆洛路),广和路口(昆洛路),102.784019,24.96117,102.781494,24.965305
广和路口(昆洛路),大街村(昆洛路),102.781494,24.965305,102.775024,24.973177
大街村(昆洛路),小板桥(珥季路),102.775024,24.973177,102.772881,24.975204
小板桥(珥季路),大都购物中心(彩云北路),102.772881,24.975204,102.767096,24.972995
织布营,雨龙村口(永中路),102.767001,24.978906,102.765236,24.984514
雨龙村口(永中路),雨龙村(永中路),102.765236,24.984514,102.762917,24.982769
雨龙村(永中路),晓东村,102.762917,24.982769,102.762062,24.985503
晓东村,晓东村北,102.762062,24.985503,102.762344,24.990803
大板桥地铁站,阿依村(西冲段),102.875827,25.052913,102.867934,25.040626
阿依村(西冲段),阿依村南,102.867934,25.040626,102.86882,25.039509
阿依村南,西冲小学,102.86882,25.039509,102.869499,25.037144
西冲小学,西冲小学(新320国道),102.869499,25.037144,102.870667,25.03628
西冲小学(新320国道),大板桥工业园(新320国道),102.870667,25.03628,102.893303,25.044973
园艺场(新320国道),乾海子(新320国道),102.913094,25.061342,102.923691,25.068195
乾海子(新320国道),地铁机场前站,102.923691,25.068195,102.91385,25.084995
市委(朝云街),市政府(和谐路),102.835297,24.881809,102.831306,24.881367
昆三中(春融街),大梨园路口(春漫大道),102.836815,24.887405,102.850174,24.918307
大梨园路口(春漫大道),春漫大道,102.850174,24.918307,102.848863,24.94089
云湾路口(春漫大道),向阳路口(林溪路),102.837773,24.94724,102.837626,24.951944
向阳路口(林溪路),云景路口(林溪路),102.837626,24.951944,102.84066,24.955304
云景路口(林溪路),果林水库南,102.84066,24.955304,102.841759,24.962414
子君村(广福路),拓翔路口(春漫大道),102.779102,24.94737,102.829761,24.952174
拓翔路口(春漫大道),云霞路口(拓翔路),102.829761,24.952174,102.827278,24.949236
云霞路口(拓翔路),大冲村(林溪路),102.827278,24.949236,102.833031,24.944214
大冲村(林溪路),云湾路口(春漫大道),102.833031,24.944214,102.838264,24.94698
云湾路口(春漫大道),信息产业基地(云景路),102.838264,24.94698,102.842791,24.947196
信息产业基地(云景路),云景路口(林溪路),102.842791,24.947196,102.840655,24.955299
江州路口(源起街),龙江西路口(农科北路),102.765707,25.130399,102.759874,25.127153
龙江西路口(农科北路),招呼站,102.759874,25.127153,102.762287,25.125981
招呼站,昆明瀑布公园,102.762287,25.125981,102.764227,25.12513
昆明瀑布公园,天宇澜山小区(北京路),102.764227,25.12513,102.767283,25.122639
天宇澜山小区(北京路),瓦窑村北口,102.767283,25.122639,102.762398,25.119045
瓦窑村北口,瓦窑村南口,102.762398,25.119045,102.754967,25.116428
瓦窑村南口,沣源路口(北京路),102.754967,25.116428,102.74958,25.114878
沣源路口(北京路),昆十中(北京路),102.74958,25.114878,102.745361,25.110439
昆十中(北京路),司家营(北京路),102.745361,25.110439,102.744041,25.107096
司家营(北京路),羊肠村(北京路),102.744041,25.107096,102.742828,25.103764
羊肠村(北京路),金江小区,102.742828,25.103764,102.740608,25.09766
金江小区,霖雨桥(霖雨路),102.740608,25.09766,102.737068,25.094084
荷风路口(教场西路),民大生活区,102.691917,25.067961,102.693504,25.067131
民大生活区,教场中路口(教场西路),102.693504,25.067131,102.697121,25.065678
教场中路口(教场西路),学府路口(教场中路),102.697121,25.065678,102.698296,25.063789
学府路口(教场中路),理工大学北门(学府路),102.698296,25.063789,102.695217,25.063251
理工大学北门(学府路),苏家塘,102.695217,25.063251,102.692179,25.062726
百汇商场,大观商业城,102.698025,25.045538,102.697765,25.04283
滇池路口(红塔东路),兴体路口(红塔东路),102.675256,24.974084,102.680942,24.975434
广福路口(红塔东路),昆明同仁医院(广福路),102.688277,24.977387,102.694583,24.978728
昆明同仁医院(广福路),广福路口(前兴路),102.694583,24.978728,102.705017,24.98023
环湖东路北口,同仁路南段,102.69378,24.966124,102.696471,24.972661
同仁路南段,昆明同仁医院(同仁路),102.696471,24.972661,102.698086,24.977509
昆明同仁医院(同仁路),广福路口(前兴路),102.698086,24.977509,102.705017,24.980122
紫骏苑小区,百丽园小区,102.755714,25.049311,102.74894,25.048475
百丽园小区,石闸立交桥(白龙路),102.74894,25.048475,102.742543,25.053759
穿金路口(白云路),穿金路中段,102.734566,25.059414,102.730378,25.057131
穿金路中段,席子营社区,102.730378,25.057131,102.727049,25.053724
席子营社区,穿心鼓楼(穿金路),102.727049,25.053724,102.721089,25.049449
穿心鼓楼(穿金路),圆通街,102.721089,25.049449,102.71125,25.050182
云南大学(青云街),翠湖北路,102.704766,25.052131,102.701302,25.049627
翠湖北路,科技馆,102.701302,25.049627,102.701784,25.046549
科技馆,翠湖南路,102.701784,25.046549,102.703476,25.045898
自卫村,自卫村(西三环),102.646309,25.099667,102.64447,25.09539
自卫村(西三环),海屯路口西三环,102.64447,25.09539,102.641998,25.087381
海屯路口西三环,丽阳星城小区(海源北路),102.641998,25.087381,102.642166,25.079367
昆明南站西广场,联大街口,102.856914,24.868641,102.860968,24.866593
联大街口,柏枝营(聚贤街),102.860968,24.866593,102.861085,24.860156
柏枝营(聚贤街),柏枝营(致远路),102.861085,24.860156,102.859766,24.856957
致远路口(万青路),万青路,102.85997,24.840503,102.856992,24.842244
万青路,月华街,102.856992,24.842244,102.84944,24.841128
螺蛳湾公交枢纽站,麻莪村(昆洛路),102.776296,24.930302,102.789171,24.92316
麻莪村(昆洛路),林溪路西段,102.789171,24.92316,102.798754,24.924644
林溪路西段,倪家营(林溪路),102.798754,24.924644,102.823112,24.935373
倪家营(林溪路),秋锦路口(林溪路),102.823112,24.935373,102.829271,24.940356
秋锦路口(林溪路),云霞路口(拓翔路),102.829271,24.940356,102.827127,24.948225
春漫大道路口(拓翔路),云景路中段,102.831671,24.952431,102.836211,24.957335
